_id,AnnoA,AteneoNOME,AteneoCOD,SESSO,Isc
1715,2012/2013,Milano Politecnico,1502,F,13077
1716,2012/2013,Milano Politecnico,1502,M,26007
1717,2012/2013,Milano San Raffaele,1508,F,1151
1718,2012/2013,Milano San Raffaele,1508,M,837
1719,2012/2013,Modena e Reggio Emilia,3601,F,10387
1720,2012/2013,Modena e Reggio Emilia,3601,M,8782
1721,2012/2013,Molise,7001,F,4385
1722,2012/2013,Molise,7001,M,3101
1723,2012/2013,Napoli Benincasa,6304,F,7676
1724,2012/2013,Napoli Benincasa,6304,M,1359
1725,2012/2013,Napoli Federico II,6301,F,48001
1726,2012/2013,Napoli Federico II,6301,M,36672
1727,2012/2013,Napoli L'Orientale,6303,F,8108
1728,2012/2013,Napoli L'Orientale,6303,M,2290
1729,2012/2013,Napoli Parthenope,6302,F,7055
1730,2012/2013,Napoli Parthenope,6302,M,8774
1731,2012/2013,Napoli Pegaso - telematica,6307,F,1802
1732,2012/2013,Napoli Pegaso - telematica,6307,M,2867
1733,2012/2013,Napoli Vanvitelli,6306,F,16403
1734,2012/2013,Napoli Vanvitelli,6306,M,11805
1735,2012/2013,Novedrate e-Campus - telematica,1301,F,2756
1736,2012/2013,Novedrate e-Campus - telematica,1301,M,3395
1737,2012/2013,Padova,2801,F,33075
1738,2012/2013,Padova,2801,M,26322
1739,2012/2013,Palermo,8201,F,28331
1740,2012/2013,Palermo,8201,M,18917
1741,2012/2013,Parma,3401,F,15024
1742,2012/2013,Parma,3401,M,11457
1743,2012/2013,Pavia,1801,F,12207
1744,2012/2013,Pavia,1801,M,9669
1745,2012/2013,Perugia,5401,F,14164
1746,2012/2013,Perugia,5401,M,10751
1747,2012/2013,Perugia Stranieri,5403,F,775
1748,2012/2013,Perugia Stranieri,5403,M,449
1749,2012/2013,Piemonte Orientale,201,F,6085
1750,2012/2013,Piemonte Orientale,201,M,3914
1751,2012/2013,Pisa,5001,F,23524
1752,2012/2013,Pisa,5001,M,21662
1753,2012/2013,Reggio Calabria,8001,F,4295
1754,2012/2013,Reggio Calabria,8001,M,4218
1755,2012/2013,Reggio Calabria - Dante Alighieri,8003,F,577
1756,2012/2013,Reggio Calabria - Dante Alighieri,8003,M,114
1757,2012/2013,Roma  Mercatorum - telematica,5814,F,63
1758,2012/2013,Roma  Mercatorum - telematica,5814,M,137
1759,2012/2013,Roma Biomedico,5808,F,920
1760,2012/2013,Roma Biomedico,5808,M,618
1761,2012/2013,Roma Europea,5812,F,569
1762,2012/2013,Roma Europea,5812,M,371
1763,2012/2013,Roma Foro Italico,5806,F,662
1764,2012/2013,Roma Foro Italico,5806,M,1485
1765,2012/2013,Roma La Sapienza,5801,F,64365
1766,2012/2013,Roma La Sapienza,5801,M,44915
1767,2012/2013,Roma LUISS,5805,F,4025
1768,2012/2013,Roma LUISS,5805,M,3728
1769,2012/2013,Roma LUMSA,5803,F,4297
1770,2012/2013,Roma LUMSA,5803,M,2047
1771,2012/2013,Roma Marconi - telematica,5810,F,3875
1772,2012/2013,Roma Marconi - telematica,5810,M,7448
1773,2012/2013,Roma San Raffaele - telematica,5816,F,291
1774,2012/2013,Roma San Raffaele - telematica,5816,M,551
1775,2012/2013,Roma Tor Vergata,5802,F,15966
1776,2012/2013,Roma Tor Vergata,5802,M,15104
1777,2012/2013,Roma Tre,5807,F,21284
1778,2012/2013,Roma Tre,5807,M,14471
1779,2012/2013,Roma UNICUSANO - telematica,5815,F,4091
1780,2012/2013,Roma UNICUSANO - telematica,5815,M,7410
1781,2012/2013,Roma UNINETTUNO - telematica,5813,F,3107
1782,2012/2013,Roma UNINETTUNO - telematica,5813,M,4914
1783,2012/2013,Roma UNINT,5809,F,803
1784,2012/2013,Roma UNINT,5809,M,405
1785,2012/2013,Roma UNITELMA - telematica,5811,F,821
1786,2012/2013,Roma UNITELMA - telematica,5811,M,913
1787,2012/2013,Salento,7501,F,13222
1788,2012/2013,Salento,7501,M,6988
1789,2012/2013,Salerno,6501,F,21979
1790,2012/2013,Salerno,6501,M,13848
1791,2012/2013,Sannio,6201,F,3267
1792,2012/2013,Sannio,6201,M,3003
1793,2012/2013,Sassari,9001,F,9078
1794,2012/2013,Sassari,9001,M,4909
1795,2012/2013,Siena,5201,F,9631
1796,2012/2013,Siena,5201,M,6746
1797,2012/2013,Siena Stranieri,5202,F,787
1798,2012/2013,Siena Stranieri,5202,M,165
1799,2012/2013,Teramo,6701,F,4080
1800,2012/2013,Teramo,6701,M,3010
1801,2012/2013,Torino,101,F,40827
1802,2012/2013,Torino,101,M,24895
1803,2012/2013,Torino Politecnico,102,F,7994
1804,2012/2013,Torino Politecnico,102,M,20063
1805,2012/2013,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,F,184
1806,2012/2013,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,M,142
1807,2012/2013,Trento,2201,F,8476
1808,2012/2013,Trento,2201,M,8079
1809,2012/2013,Trieste,3201,F,9832
1810,2012/2013,Trieste,3201,M,7528
1811,2012/2013,Tuscia,5601,F,3586
1812,2012/2013,Tuscia,5601,M,3658
1813,2012/2013,Udine,3001,F,8361
1814,2012/2013,Udine,3001,M,7263
1815,2012/2013,Urbino,4101,F,8853
1816,2012/2013,Urbino,4101,M,5594
1817,2012/2013,Venezia C Foscari,2701,F,12207
1818,2012/2013,Venezia C Foscari,2701,M,6490
1819,2012/2013,Venezia Iuav,2702,F,2500
1820,2012/2013,Venezia Iuav,2702,M,2681
1821,2012/2013,Verona,2301,F,14638
1822,2012/2013,Verona,2301,M,7987
1823,2011/2012,Aosta,701,F,908
1824,2011/2012,Aosta,701,M,307
1825,2011/2012,Bari,7201,F,35690
1826,2011/2012,Bari,7201,M,19188
1827,2011/2012,Bari Politecnico,7202,F,3656
1828,2011/2012,Bari Politecnico,7202,M,8161
1829,2011/2012,Basilicata,7601,F,4684
1830,2011/2012,Basilicata,7601,M,3708
1831,2011/2012,Benevento Giustino Fortunato - telematica,6202,F,161
1832,2011/2012,Benevento Giustino Fortunato - telematica,6202,M,327
1833,2011/2012,Bergamo,1601,F,9209
1834,2011/2012,Bergamo,1601,M,5642
1835,2011/2012,Bologna,3701,F,45213
1836,2011/2012,Bologna,3701,M,34862
1837,2011/2012,Bolzano,2101,F,1984
1838,2011/2012,Bolzano,2101,M,846
1839,2011/2012,Bra Scienze Gastronomiche,401,F,129
1840,2011/2012,Bra Scienze Gastronomiche,401,M,125
1841,2011/2012,Brescia,1701,F,6754
1842,2011/2012,Brescia,1701,M,7570
1843,2011/2012,Cagliari,9201,F,18890
1844,2011/2012,Cagliari,9201,M,12014
1845,2011/2012,Calabria,7801,F,19612
1846,2011/2012,Calabria,7801,M,13310
1847,2011/2012,Camerino,4302,F,3781
1848,2011/2012,Camerino,4302,M,3816
1849,2011/2012,Casamassima - G.Degennaro,7203,F,480
1850,2011/2012,Casamassima - G.Degennaro,7203,M,812
1851,2011/2012,Cassino,6001,F,5666
1852,2011/2012,Cassino,6001,M,4497
1853,2011/2012,Castellanza LIUC,1201,F,628
1854,2011/2012,Castellanza LIUC,1201,M,1208
1855,2011/2012,Catania,8701,F,33091
1856,2011/2012,Catania,8701,M,20801
1857,2011/2012,Catanzaro,7901,F,6274
1858,2011/2012,Catanzaro,7901,M,3912
1859,2011/2012,Chieti e Pescara,6901,F,20653
1860,2011/2012,Chieti e Pescara,6901,M,11147
1861,2011/2012,Enna KORE,8601,F,3631
1862,2011/2012,Enna KORE,8601,M,2521
1863,2011/2012,Ferrara,3801,F,9776
1864,2011/2012,Ferrara,3801,M,7744
1865,2011/2012,Firenze,4801,F,31299
1866,2011/2012,Firenze,4801,M,22208
1867,2011/2012,Firenze IUL - telematica,4804,F,22
1868,2011/2012,Firenze IUL - telematica,4804,M,6
1869,2011/2012,Foggia,7101,F,6618
1870,2011/2012,Foggia,7101,M,3854
1871,2011/2012,Genova,1001,F,20352
1872,2011/2012,Genova,1001,M,15768
1873,2011/2012,Insubria,1202,F,5059
1874,2011/2012,Insubria,1202,M,3947
1875,2011/2012,L'Aquila,6601,F,13220
1876,2011/2012,L'Aquila,6601,M,10843
1877,2011/2012,Macerata,4301,F,7789
1878,2011/2012,Macerata,4301,M,3231
1879,2011/2012,Marche,4201,F,7031
1880,2011/2012,Marche,4201,M,9202
1881,2011/2012,Messina,8301,F,19691
1882,2011/2012,Messina,8301,M,11421
1883,2011/2012,Milano,1501,F,35554
1884,2011/2012,Milano,1501,M,24796
1885,2011/2012,Milano Bicocca,1509,F,20314
1886,2011/2012,Milano Bicocca,1509,M,12135
1887,2011/2012,Milano Bocconi,1503,F,6446
1888,2011/2012,Milano Bocconi,1503,M,6856
1889,2011/2012,Milano Cattolica,1504,F,24681
1890,2011/2012,Milano Cattolica,1504,M,13341
1891,2011/2012,Milano IULM,1505,F,3042
1892,2011/2012,Milano IULM,1505,M,1344
1893,2011/2012,Milano Politecnico,1502,F,12954
1894,2011/2012,Milano Politecnico,1502,M,25766
1895,2011/2012,Milano San Raffaele,1508,F,1171
1896,2011/2012,Milano San Raffaele,1508,M,799
1897,2011/2012,Modena e Reggio Emilia,3601,F,10539
1898,2011/2012,Modena e Reggio Emilia,3601,M,8852
1899,2011/2012,Molise,7001,F,4599
1900,2011/2012,Molise,7001,M,3172
1901,2011/2012,Napoli Benincasa,6304,F,8321
1902,2011/2012,Napoli Benincasa,6304,M,1471
1903,2011/2012,Napoli Federico II,6301,F,49576
1904,2011/2012,Napoli Federico II,6301,M,38015
1905,2011/2012,Napoli L'Orientale,6303,F,8005
1906,2011/2012,Napoli L'Orientale,6303,M,2229
1907,2011/2012,Napoli Parthenope,6302,F,7298
1908,2011/2012,Napoli Parthenope,6302,M,9073
1909,2011/2012,Napoli Pegaso - telematica,6307,F,1408
1910,2011/2012,Napoli Pegaso - telematica,6307,M,2243
1911,2011/2012,Napoli Vanvitelli,6306,F,16819
1912,2011/2012,Napoli Vanvitelli,6306,M,12160
1913,2011/2012,Novedrate e-Campus - telematica,1301,F,2887
1914,2011/2012,Novedrate e-Campus - telematica,1301,M,3862
1915,2011/2012,Padova,2801,F,34023
1916,2011/2012,Padova,2801,M,26679
1917,2011/2012,Palermo,8201,F,30425
1918,2011/2012,Palermo,8201,M,20272
1919,2011/2012,Parma,3401,F,16199
1920,2011/2012,Parma,3401,M,12653
1921,2011/2012,Pavia,1801,F,12195
1922,2011/2012,Pavia,1801,M,9747
1923,2011/2012,Perugia,5401,F,14692
1924,2011/2012,Perugia,5401,M,11264
1925,2011/2012,Perugia Stranieri,5403,F,826
1926,2011/2012,Perugia Stranieri,5403,M,474
1927,2011/2012,Piemonte Orientale,201,F,5873
1928,2011/2012,Piemonte Orientale,201,M,3895
1929,2011/2012,Pisa,5001,F,24243
1930,2011/2012,Pisa,5001,M,21980
1931,2011/2012,Reggio Calabria,8001,F,4677
1932,2011/2012,Reggio Calabria,8001,M,4662
1933,2011/2012,Reggio Calabria - Dante Alighieri,8003,F,447
1934,2011/2012,Reggio Calabria - Dante Alighieri,8003,M,80
1935,2011/2012,Roma  Mercatorum - telematica,5814,F,69
1936,2011/2012,Roma  Mercatorum - telematica,5814,M,144
1937,2011/2012,Roma Biomedico,5808,F,862
1938,2011/2012,Roma Biomedico,5808,M,599
1939,2011/2012,Roma Europea,5812,F,550
1940,2011/2012,Roma Europea,5812,M,359
1941,2011/2012,Roma Foro Italico,5806,F,683
1942,2011/2012,Roma Foro Italico,5806,M,1434
1943,2011/2012,Roma La Sapienza,5801,F,68736
1944,2011/2012,Roma La Sapienza,5801,M,47106
1945,2011/2012,Roma LUISS,5805,F,4103
1946,2011/2012,Roma LUISS,5805,M,3697
1947,2011/2012,Roma LUMSA,5803,F,4459
1948,2011/2012,Roma LUMSA,5803,M,2146
1949,2011/2012,Roma Marconi - telematica,5810,F,3449
1950,2011/2012,Roma Marconi - telematica,5810,M,7144
1951,2011/2012,Roma San Raffaele - telematica,5816,F,154
1952,2011/2012,Roma San Raffaele - telematica,5816,M,285
1953,2011/2012,Roma Tor Vergata,5802,F,16619
1954,2011/2012,Roma Tor Vergata,5802,M,15193
1955,2011/2012,Roma Tre,5807,F,22039
1956,2011/2012,Roma Tre,5807,M,15023
1957,2011/2012,Roma UNICUSANO - telematica,5815,F,3526
1958,2011/2012,Roma UNICUSANO - telematica,5815,M,6539
1959,2011/2012,Roma UNINETTUNO - telematica,5813,F,2277
1960,2011/2012,Roma UNINETTUNO - telematica,5813,M,3640
1961,2011/2012,Roma UNINT,5809,F,848
1962,2011/2012,Roma UNINT,5809,M,430
1963,2011/2012,Roma UNITELMA - telematica,5811,F,727
1964,2011/2012,Roma UNITELMA - telematica,5811,M,944
1965,2011/2012,Salento,7501,F,14558
1966,2011/2012,Salento,7501,M,7578
1967,2011/2012,Salerno,6501,F,22626
1968,2011/2012,Salerno,6501,M,14217
1969,2011/2012,Sannio,6201,F,3489
1970,2011/2012,Sannio,6201,M,3246
1971,2011/2012,Sassari,9001,F,9518
1972,2011/2012,Sassari,9001,M,5077
1973,2011/2012,Siena,5201,F,10581
1974,2011/2012,Siena,5201,M,7225
1975,2011/2012,Siena Stranieri,5202,F,650
1976,2011/2012,Siena Stranieri,5202,M,126
1977,2011/2012,Teramo,6701,F,4542
1978,2011/2012,Teramo,6701,M,3318
1979,2011/2012,Torino,101,F,41147
1980,2011/2012,Torino,101,M,25124
1981,2011/2012,Torino Politecnico,102,F,7800
1982,2011/2012,Torino Politecnico,102,M,20022
1983,2011/2012,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,F,206
1984,2011/2012,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,M,144
1985,2011/2012,Trento,2201,F,8623
1986,2011/2012,Trento,2201,M,8152
1987,2011/2012,Trieste,3201,F,10797
1988,2011/2012,Trieste,3201,M,8052
1989,2011/2012,Tuscia,5601,F,3695
1990,2011/2012,Tuscia,5601,M,4314
1991,2011/2012,Udine,3001,F,8615
1992,2011/2012,Udine,3001,M,7415
1993,2011/2012,Urbino,4101,F,9323
1994,2011/2012,Urbino,4101,M,5727
1995,2011/2012,Venezia C Foscari,2701,F,11892
1996,2011/2012,Venezia C Foscari,2701,M,6421
1997,2011/2012,Venezia Iuav,2702,F,2731
1998,2011/2012,Venezia Iuav,2702,M,2900
1999,2011/2012,Verona,2301,F,14975
2000,2011/2012,Verona,2301,M,7964
2001,2010/2011,Aosta,701,F,939
2002,2010/2011,Aosta,701,M,305
2003,2010/2011,Bari,7201,F,37389
2004,2010/2011,Bari,7201,M,20133
2005,2010/2011,Bari Politecnico,7202,F,3804
2006,2010/2011,Bari Politecnico,7202,M,8620
2007,2010/2011,Basilicata,7601,F,4795
2008,2010/2011,Basilicata,7601,M,3726
2009,2010/2011,Benevento Giustino Fortunato - telematica,6202,F,175
2010,2010/2011,Benevento Giustino Fortunato - telematica,6202,M,382
2011,2010/2011,Bergamo,1601,F,9276
2012,2010/2011,Bergamo,1601,M,5759
2013,2010/2011,Bologna,3701,F,45138
2014,2010/2011,Bologna,3701,M,34923
2015,2010/2011,Bolzano,2101,F,2299
2016,2010/2011,Bolzano,2101,M,890
2017,2010/2011,Bra Scienze Gastronomiche,401,F,109
2018,2010/2011,Bra Scienze Gastronomiche,401,M,140
2019,2010/2011,Brescia,1701,F,6690
2020,2010/2011,Brescia,1701,M,7750
2021,2010/2011,Cagliari,9201,F,20261
2022,2010/2011,Cagliari,9201,M,12720
2023,2010/2011,Calabria,7801,F,20263
2024,2010/2011,Calabria,7801,M,13901
2025,2010/2011,Camerino,4302,F,3809
2026,2010/2011,Camerino,4302,M,3965
2027,2010/2011,Casamassima - G.Degennaro,7203,F,520
2028,2010/2011,Casamassima - G.Degennaro,7203,M,826
2029,2010/2011,Cassino,6001,F,6008
2030,2010/2011,Cassino,6001,M,4674
2031,2010/2011,Castellanza LIUC,1201,F,610
2032,2010/2011,Castellanza LIUC,1201,M,1221
2033,2010/2011,Catania,8701,F,35350
2034,2010/2011,Catania,8701,M,22413
2035,2010/2011,Catanzaro,7901,F,6704
2036,2010/2011,Catanzaro,7901,M,4267
2037,2010/2011,Chieti e Pescara,6901,F,20851
2038,2010/2011,Chieti e Pescara,6901,M,11550
2039,2010/2011,Enna KORE,8601,F,3729
2040,2010/2011,Enna KORE,8601,M,2500
2041,2010/2011,Ferrara,3801,F,10024
2042,2010/2011,Ferrara,3801,M,7984
2043,2010/2011,Firenze,4801,F,32409
2044,2010/2011,Firenze,4801,M,23308
2045,2010/2011,Firenze IUL - telematica,4804,F,16
2046,2010/2011,Firenze IUL - telematica,4804,M,4
2047,2010/2011,Foggia,7101,F,6914
2048,2010/2011,Foggia,7101,M,4054
2049,2010/2011,Genova,1001,F,21024
2050,2010/2011,Genova,1001,M,16051
2051,2010/2011,Insubria,1202,F,5215
2052,2010/2011,Insubria,1202,M,4162
2053,2010/2011,L'Aquila,6601,F,12813
2054,2010/2011,L'Aquila,6601,M,10680
2055,2010/2011,Macerata,4301,F,8122
2056,2010/2011,Macerata,4301,M,3489
2057,2010/2011,Marche,4201,F,7271
2058,2010/2011,Marche,4201,M,9345
2059,2010/2011,Messina,8301,F,20499
2060,2010/2011,Messina,8301,M,11950
2061,2010/2011,Milano,1501,F,35511
2062,2010/2011,Milano,1501,M,24947
2063,2010/2011,Milano Bicocca,1509,F,19763
2064,2010/2011,Milano Bicocca,1509,M,11962
2065,2010/2011,Milano Bocconi,1503,F,6335
2066,2010/2011,Milano Bocconi,1503,M,6937
2067,2010/2011,Milano Cattolica,1504,F,25461
2068,2010/2011,Milano Cattolica,1504,M,13648
2069,2010/2011,Milano IULM,1505,F,3110
2070,2010/2011,Milano IULM,1505,M,1348
2071,2010/2011,Milano Politecnico,1502,F,12700
2072,2010/2011,Milano Politecnico,1502,M,25559
2073,2010/2011,Milano San Raffaele,1508,F,1209
2074,2010/2011,Milano San Raffaele,1508,M,743
2075,2010/2011,Modena e Reggio Emilia,3601,F,10616
2076,2010/2011,Modena e Reggio Emilia,3601,M,8855
2077,2010/2011,Molise,7001,F,4669
2078,2010/2011,Molise,7001,M,3405
2079,2010/2011,Napoli Benincasa,6304,F,8820
2080,2010/2011,Napoli Benincasa,6304,M,1650
2081,2010/2011,Napoli Federico II,6301,F,49727
2082,2010/2011,Napoli Federico II,6301,M,38434
2083,2010/2011,Napoli L'Orientale,6303,F,8184
2084,2010/2011,Napoli L'Orientale,6303,M,2344
2085,2010/2011,Napoli Parthenope,6302,F,7728
2086,2010/2011,Napoli Parthenope,6302,M,9706
2087,2010/2011,Napoli Pegaso - telematica,6307,F,1750
2088,2010/2011,Napoli Pegaso - telematica,6307,M,4173
2089,2010/2011,Napoli Vanvitelli,6306,F,17161
2090,2010/2011,Napoli Vanvitelli,6306,M,12653
2091,2010/2011,Novedrate e-Campus - telematica,1301,F,2485
2092,2010/2011,Novedrate e-Campus - telematica,1301,M,3726
2093,2010/2011,Padova,2801,F,34463
2094,2010/2011,Padova,2801,M,27109
2095,2010/2011,Palermo,8201,F,32764
2096,2010/2011,Palermo,8201,M,21990
2097,2010/2011,Parma,3401,F,17170
2098,2010/2011,Parma,3401,M,13411
2099,2010/2011,Pavia,1801,F,12552
2100,2010/2011,Pavia,1801,M,10055
2101,2010/2011,Perugia,5401,F,15649
2102,2010/2011,Perugia,5401,M,11958
2103,2010/2011,Perugia Stranieri,5403,F,875
2104,2010/2011,Perugia Stranieri,5403,M,601
2105,2010/2011,Piemonte Orientale,201,F,5939
2106,2010/2011,Piemonte Orientale,201,M,3747
2107,2010/2011,Pisa,5001,F,24329
2108,2010/2011,Pisa,5001,M,22257
2109,2010/2011,Reggio Calabria,8001,F,4908
2110,2010/2011,Reggio Calabria,8001,M,4924
2111,2010/2011,Reggio Calabria - Dante Alighieri,8003,F,285
2112,2010/2011,Reggio Calabria - Dante Alighieri,8003,M,71
2113,2010/2011,Roma  Mercatorum - telematica,5814,F,86
2114,2010/2011,Roma  Mercatorum - telematica,5814,M,146
2115,2010/2011,Roma Biomedico,5808,F,779
2116,2010/2011,Roma Biomedico,5808,M,559
2117,2010/2011,Roma Europea,5812,F,500
2118,2010/2011,Roma Europea,5812,M,338
2119,2010/2011,Roma Foro Italico,5806,F,634
2120,2010/2011,Roma Foro Italico,5806,M,1349
2121,2010/2011,Roma La Sapienza,5801,F,72917
2122,2010/2011,Roma La Sapienza,5801,M,49937
2123,2010/2011,Roma LUISS,5805,F,4140
2124,2010/2011,Roma LUISS,5805,M,3576
2125,2010/2011,Roma LUMSA,5803,F,4511
2126,2010/2011,Roma LUMSA,5803,M,2222
2127,2010/2011,Roma Marconi - telematica,5810,F,3029
2128,2010/2011,Roma Marconi - telematica,5810,M,7142
2129,2010/2011,Roma San Raffaele - telematica,5816,F,121
2130,2010/2011,Roma San Raffaele - telematica,5816,M,205
2131,2010/2011,Roma Tor Vergata,5802,F,16956
2132,2010/2011,Roma Tor Vergata,5802,M,14951
2133,2010/2011,Roma Tre,5807,F,22471
2134,2010/2011,Roma Tre,5807,M,15544
2135,2010/2011,Roma UNICUSANO - telematica,5815,F,3015
2136,2010/2011,Roma UNICUSANO - telematica,5815,M,6202
2137,2010/2011,Roma UNINETTUNO - telematica,5813,F,2014
2138,2010/2011,Roma UNINETTUNO - telematica,5813,M,3203
2139,2010/2011,Roma UNINT,5809,F,851
2140,2010/2011,Roma UNINT,5809,M,504
2141,2010/2011,Roma UNITELMA - telematica,5811,F,585
2142,2010/2011,Roma UNITELMA - telematica,5811,M,785
2143,2010/2011,Salento,7501,F,15738
2144,2010/2011,Salento,7501,M,8153
2145,2010/2011,Salerno,6501,F,22789
2146,2010/2011,Salerno,6501,M,14584
2147,2010/2011,Sannio,6201,F,3660
2148,2010/2011,Sannio,6201,M,3416
2149,2010/2011,Sassari,9001,F,9966
2150,2010/2011,Sassari,9001,M,5249
2151,2010/2011,Siena,5201,F,10381
2152,2010/2011,Siena,5201,M,7219
2153,2010/2011,Siena Stranieri,5202,F,559
2154,2010/2011,Siena Stranieri,5202,M,122
2155,2010/2011,Teramo,6701,F,4700
2156,2010/2011,Teramo,6701,M,3603
2157,2010/2011,Torino,101,F,41486
2158,2010/2011,Torino,101,M,25079
2159,2010/2011,Torino Politecnico,102,F,7410
2160,2010/2011,Torino Politecnico,102,M,18824
2161,2010/2011,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,F,222
2162,2010/2011,Torrevecchia Teatina Leonardo da Vinci - telematica,6902,M,157
2163,2010/2011,Trento,2201,F,8488
2164,2010/2011,Trento,2201,M,7937
2165,2010/2011,Trieste,3201,F,11056
2166,2010/2011,Trieste,3201,M,8290
2167,2010/2011,Tuscia,5601,F,3867
2168,2010/2011,Tuscia,5601,M,5099
2169,2010/2011,Udine,3001,F,8815
2170,2010/2011,Udine,3001,M,7758
2171,2010/2011,Urbino,4101,F,9452
2172,2010/2011,Urbino,4101,M,5687
2173,2010/2011,Venezia C Foscari,2701,F,11510
2174,2010/2011,Venezia C Foscari,2701,M,6455
2175,2010/2011,Venezia Iuav,2702,F,2916
2176,2010/2011,Venezia Iuav,2702,M,3118
2177,2010/2011,Verona,2301,F,15428
2178,2010/2011,Verona,2301,M,8259
2179,2009/2010,Aosta,701,F,829
2180,2009/2010,Aosta,701,M,263
2181,2009/2010,Bari,7201,F,38423
2182,2009/2010,Bari,7201,M,20804
2183,2009/2010,Bari Politecnico,7202,F,3776
2184,2009/2010,Bari Politecnico,7202,M,8843
2185,2009/2010,Basilicata,7601,F,4875
2186,2009/2010,Basilicata,7601,M,3874
2187,2009/2010,Benevento Giustino Fortunato - telematica,6202,F,141
2188,2009/2010,Benevento Giustino Fortunato - telematica,6202,M,279
2189,2009/2010,Bergamo,1601,F,9040
2190,2009/2010,Bergamo,1601,M,5667
2191,2009/2010,Bologna,3701,F,46648
2192,2009/2010,Bologna,3701,M,36201
2193,2009/2010,Bolzano,2101,F,1866
2194,2009/2010,Bolzano,2101,M,679
2195,2009/2010,Bra Scienze Gastronomiche,401,F,102
2196,2009/2010,Bra Scienze Gastronomiche,401,M,135
2197,2009/2010,Brescia,1701,F,6737
2198,2009/2010,Brescia,1701,M,7775
2199,2009/2010,Cagliari,9201,F,19772
2200,2009/2010,Cagliari,9201,M,11933
2201,2009/2010,Calabria,7801,F,19682
2202,2009/2010,Calabria,7801,M,13931
2203,2009/2010,Camerino,4302,F,3849
2204,2009/2010,Camerino,4302,M,4159
2205,2009/2010,Casamassima - G.Degennaro,7203,F,443
2206,2009/2010,Casamassima - G.Degennaro,7203,M,696
2207,2009/2010,Cassino,6001,F,6520
2208,2009/2010,Cassino,6001,M,5119
2209,2009/2010,Castellanza LIUC,1201,F,603
2210,2009/2010,Castellanza LIUC,1201,M,1173
2211,2009/2010,Catania,8701,F,35812
2212,2009/2010,Catania,8701,M,22443
2213,2009/2010,Catanzaro,7901,F,6988
2214,2009/2010,Catanzaro,7901,M,4459
2215,2009/2010,Chieti e Pescara,6901,F,20464
2216,2009/2010,Chieti e Pescara,6901,M,11491
2217,2009/2010,Enna KORE,8601,F,2631
2218,2009/2010,Enna KORE,8601,M,1823
2219,2009/2010,Ferrara,3801,F,9799
2220,2009/2010,Ferrara,3801,M,8003
2221,2009/2010,Firenze,4801,F,32347
2222,2009/2010,Firenze,4801,M,23416
2223,2009/2010,Firenze IUL - telematica,4804,F,19
2224,2009/2010,Firenze IUL - telematica,4804,M,4
2225,2009/2010,Foggia,7101,F,7241
2226,2009/2010,Foggia,7101,M,4253
2227,2009/2010,Genova,1001,F,19960
2228,2009/2010,Genova,1001,M,15120
2229,2009/2010,Insubria,1202,F,5350
2230,2009/2010,Insubria,1202,M,4106
2231,2009/2010,L'Aquila,6601,F,12719
2232,2009/2010,L'Aquila,6601,M,10187
2233,2009/2010,Macerata,4301,F,7953
2234,2009/2010,Macerata,4301,M,3369
2235,2009/2010,Marche,4201,F,7407
2236,2009/2010,Marche,4201,M,9439
2237,2009/2010,Messina,8301,F,21064
2238,2009/2010,Messina,8301,M,12253
2239,2009/2010,Milano,1501,F,33985
2240,2009/2010,Milano,1501,M,23629
2241,2009/2010,Milano Bicocca,1509,F,18919
2242,2009/2010,Milano Bicocca,1509,M,11468
2243,2009/2010,Milano Bocconi,1503,F,5987
2244,2009/2010,Milano Bocconi,1503,M,6771
2245,2009/2010,Milano Cattolica,1504,F,26434
2246,2009/2010,Milano Cattolica,1504,M,14151
2247,2009/2010,Milano IULM,1505,F,3064
2248,2009/2010,Milano IULM,1505,M,1345
2249,2009/2010,Milano Politecnico,1502,F,11583
2250,2009/2010,Milano Politecnico,1502,M,23868
2251,2009/2010,Milano San Raffaele,1508,F,1255
2252,2009/2010,Milano San Raffaele,1508,M,704
2253,2009/2010,Modena e Reggio Emilia,3601,F,10123
2254,2009/2010,Modena e Reggio Emilia,3601,M,8300
2255,2009/2010,Molise,7001,F,5524
2256,2009/2010,Molise,7001,M,4040
2257,2009/2010,Napoli Benincasa,6304,F,8794
2258,2009/2010,Napoli Benincasa,6304,M,1680
2259,2009/2010,Napoli Federico II,6301,F,48979
2260,2009/2010,Napoli Federico II,6301,M,37223
2261,2009/2010,Napoli L'Orientale,6303,F,7845
2262,2009/2010,Napoli L'Orientale,6303,M,2164
2263,2009/2010,Napoli Parthenope,6302,F,7182
2264,2009/2010,Napoli Parthenope,6302,M,9399
2265,2009/2010,Napoli Pegaso - telematica,6307,F,1004
2266,2009/2010,Napoli Pegaso - telematica,6307,M,1760
2267,2009/2010,Napoli Vanvitelli,6306,F,17287
2268,2009/2010,Napoli Vanvitelli,6306,M,12933
2269,2009/2010,Novedrate e-Campus - telematica,1301,F,1863
2270,2009/2010,Novedrate e-Campus - telematica,1301,M,2847
2271,2009/2010,Padova,2801,F,34141
2272,2009/2010,Padova,2801,M,26671
